ID;NR;WOJ;POW;MI;NAZWA;ERR
74153;SG198-565;małopolskie;krakowski;Kraków;Grunt inwestycyjny na sprzedaż Kraków, Prądnik Biały;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
74215;SD015-10697;dolnośląskie;jeleniogórski;Jelenia Góra;Dom wolnostojący na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
74224;SM198-574;małopolskie;krakowski;Kraków;Mieszkanie na sprzedaż w bloku Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
74248;WM198-571;małopolskie;krakowski;Kraków;Apartament na wynajem Kraków, Krowodrza;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
74255;SD096-1348;łódzkie;wieluński;Biała Parcela;Dom wolnostojący na sprzedaż Biała Parcela;miasto (Biała Parcela) znalezionej lokazizacji nie pasuje (Biała-Parcela) - lokalizacja łódzkie, wieluński, Biała Parcela
74388;SD030-11903;pomorskie;słupski;Słupsk;Dom bliźniak na sprzedaż Słupsk, Osiedle Zatorze;miasto (Słupsk) znalezionej lokazizacji nie pasuje (Dobra) - lokalizacja pomorskie, słupski, Słupsk
74412;SG189-66;wielkopolskie;kaliski;Kalisz;Grunt inwestycyjny na sprzedaż Kalisz, Chmielnik;brak lokalizacji wielkopolskie, kaliski, Kalisz
74519;SG198-582;małopolskie;krakowski;Kraków;Grunt rolny na sprzedaż Kraków, Bieżanów;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
74722;SD205-7;łódzkie;łódzki wschodni;Łódź;Dom wolnostojący na sprzedaż Łódź;miasto (Łódź) znalezionej lokazizacji nie pasuje (Andrespol) - lokalizacja łódzkie, łódzki wschodni, Łódź
74735;SD144-761;podlaskie;suwalski;Suwałki;Dom wolnostojący na sprzedaż Suwałki, Zielona Górka;brak lokalizacji podlaskie, suwalski, Suwałki
74852;SD146-1841;wielkopolskie;leszczyński;Karolewko;Dom wolnostojący na sprzedaż Karolewko;brak lokalizacji wielkopolskie, leszczyński, Karolewko
75013;SM198-602;małopolskie;krakowski;Kraków;Mieszkanie na sprzedaż w kamienicy Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
75022;SG015-10746;dolnośląskie;jeleniogórski;Jelenia Góra;Działka budowlana na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
75028;SG144-763;podlaskie;suwalski;Suwałki;Grunt rolny na sprzedaż Suwałki, Mierkinie;brak lokalizacji podlaskie, suwalski, Suwałki
75035;SD015-6120;dolnośląskie;jeleniogórski;Jelenia Góra;Dom wolnostojący na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
75049;SD198-607;małopolskie;krakowski;Kraków;Dom wolnostojący na sprzedaż Kraków, Ruczaj;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
75082;SG200-35;śląskie;bielski;Bielsko-Biała;Działka budowlana na sprzedaż Bielsko-Biała, Lipnik;brak lokalizacji śląskie, bielski, Bielsko-Biała
75137;SG198-619;małopolskie;krakowski;Wieliczka;Działka budowlana na sprzedaż Wieliczka;brak lokalizacji małopolskie, krakowski, Wieliczka
75223;WM198-623;małopolskie;krakowski;Kraków;Apartament na wynajem Kraków, Bronowice;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
75313;SL037-3110;kujawsko-pomorskie;inowrocławski;Brzoza;Lokal usługowy na sprzedaż Brzoza;brak lokalizacji kujawsko-pomorskie, inowrocławski, Brzoza
75422;SG144-766;warmińsko-mazurskie;węgorzewski;Suchy Róg;na sprzedaż Działka Suchy Róg, Tuchlin;brak lokalizacji warmińsko-mazurskie, węgorzewski, Suchy Róg
75486;SG030-12021;pomorskie;słupski;Słupsk;Działka budowlana na sprzedaż Słupsk;miasto (Słupsk) znalezionej lokazizacji nie pasuje (Dobra) - lokalizacja pomorskie, słupski, Słupsk
75523;SG030-12053;pomorskie;słupski;Słupsk;Działka budowlana na sprzedaż Słupsk;miasto (Słupsk) znalezionej lokazizacji nie pasuje (Dobra) - lokalizacja pomorskie, słupski, Słupsk
75555;SG030-12067;pomorskie;słupski;Słupsk;Działka budowlana na sprzedaż Słupsk;miasto (Słupsk) znalezionej lokazizacji nie pasuje (Dobra) - lokalizacja pomorskie, słupski, Słupsk
75581;SG030-12087;pomorskie;słupski;Słupsk;Działka budowlana na sprzedaż Słupsk;miasto (Słupsk) znalezionej lokazizacji nie pasuje (Dobra) - lokalizacja pomorskie, słupski, Słupsk
75589;SO030-12080;pomorskie;słupski;Krzynia;Inny komercyjny na sprzedaż Krzynia;brak lokalizacji pomorskie, słupski, Krzynia
75624;SO030-12069;pomorskie;słupski;Poganice;Pensjonat na sprzedaż Poganice, Potęgowo;brak lokalizacji pomorskie, słupski, Poganice
75647;SM144-767;podlaskie;suwalski;Suwałki;Mieszkanie na sprzedaż w bloku Suwałki, osiedle Hańcza;brak lokalizacji podlaskie, suwalski, Suwałki
75690;SL030-12118;pomorskie;słupski;Krzynia;Lokal usługowy na sprzedaż Krzynia;brak lokalizacji pomorskie, słupski, Krzynia
75712;SG030-12095;pomorskie;słupski;Słupsk;Działka budowlana na sprzedaż Słupsk;miasto (Słupsk) znalezionej lokazizacji nie pasuje (Dobra) - lokalizacja pomorskie, słupski, Słupsk
75771;SM189-590;wielkopolskie;kaliski;Kalisz;Mieszkanie na sprzedaż w kamienicy Kalisz;brak lokalizacji wielkopolskie, kaliski, Kalisz
75809;SD202-12;lubelskie;tomaszowski;Rogóźno-Kolonia;Dom wolnostojący na sprzedaż Rogóźno-Kolonia;miasto (Rogóźno-Kolonia) znalezionej lokazizacji nie pasuje (Rogóźno) - lokalizacja lubelskie, tomaszowski, Rogóźno-Kolonia
75853;SD045-1233;opolskie;kluczborski;KUNIÓW;Dom wolnostojący na sprzedaż KUNIÓW;miasto (KUNIÓW) znalezionej lokazizacji nie pasuje (Kuniów) - lokalizacja opolskie, kluczborski, KUNIÓW
75861;WM198-656;małopolskie;krakowski;Kraków;Mieszkanie w budynku mieszkalnym na wynajem Kraków, Bronowice;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
75862;SG198-655;małopolskie;nowosądecki;Bartkowa Posadowa;Działka budowlana na sprzedaż Bartkowa Posadowa;miasto (Bartkowa Posadowa) znalezionej lokazizacji nie pasuje (Bartkowa-Posadowa) - lokalizacja małopolskie, nowosądecki, Bartkowa Posadowa
75868;SG030-12129;pomorskie;słupski;Słupsk;Działka budowlana na sprzedaż Słupsk;miasto (Słupsk) znalezionej lokazizacji nie pasuje (Dobra) - lokalizacja pomorskie, słupski, Słupsk
75870;SD030-12128;pomorskie;słupski;Poganice;Pałac na sprzedaż Poganice, Potęgowo;brak lokalizacji pomorskie, słupski, Poganice
75878;SO030-12122;pomorskie;słupski;Poganice;Hotel na sprzedaż Poganice, Potęgowo;brak lokalizacji pomorskie, słupski, Poganice
75918;SD144-771;podlaskie;suwalski;Suwałki;Dom wolnostojący na sprzedaż Suwałki, gm. Bakałarzewo;brak lokalizacji podlaskie, suwalski, Suwałki
75948;SDABO-LHkmKD;warmińsko-mazurskie;Zelów;Zelów;Nowy dom wolnostojący z działką, Buczek Zelów Łask;brak lokalizacji warmińsko-mazurskie, Zelów, Zelów
75972;SD105-9883;zachodniopomorskie;policki;Bezrzecze;Dom wolnostojący na sprzedaż Bezrzecze;brak lokalizacji zachodniopomorskie, policki, Bezrzecze
76008;SD189-591;wielkopolskie;kaliski;Kalisz;Dom bliźniak na sprzedaż Kalisz;brak lokalizacji wielkopolskie, kaliski, Kalisz
76041;SD087-1863;pomorskie;tczewski;Knybawa;Dom bliźniak na sprzedaż Knybawa;brak lokalizacji pomorskie, tczewski, Knybawa
76059;SD144-769;podlaskie;suwalski;Suwałki;Dom wolnostojący na sprzedaż Suwałki, Klejwy;brak lokalizacji podlaskie, suwalski, Suwałki
76066;SG186-1581;lubuskie;zielonogórski;Zielona Góra;Działka budowlana na sprzedaż Zielona Góra;brak lokalizacji lubuskie, zielonogórski, Zielona Góra
76078;SG198-672;małopolskie;krakowski;Kraków;Działka budowlana na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
76083;SG152-2339;lubuskie;zielonogórski;Zielona Góra;Działka budowlana na sprzedaż Zielona Góra;brak lokalizacji lubuskie, zielonogórski, Zielona Góra
76084;SG144-772;podlaskie;suwalski;Suwałki;Grunt rolny na sprzedaż Suwałki;brak lokalizacji podlaskie, suwalski, Suwałki
76098;SG198-675;małopolskie;krakowski;Kraków;Działka budowlana na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
76134;SM198-679;małopolskie;krakowski;Kraków;Mieszkanie na sprzedaż w kamienicy Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
76135;SM198-678;małopolskie;krakowski;Kraków;Mieszkanie na sprzedaż w kamienicy Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
76136;SM198-677;małopolskie;krakowski;Kraków;Apartament na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
76158;SD198-681;małopolskie;krakowski;Kraków;Dom wolnostojący na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
76162;SM198-680;małopolskie;krakowski;Kraków;Mieszkanie na sprzedaż w kamienicy Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
76167;WD198-685;małopolskie;krakowski;Kraków;Dom wolnostojący na wynajem Kraków, Kliny;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
76200;SG200-47;śląskie;bielski;Bielsko-Biała;Działka budowlana na sprzedaż Bielsko-Biała, Komorowice Krakowskie;brak lokalizacji śląskie, bielski, Bielsko-Biała
76219;SG198-689;małopolskie;krakowski;Kraków;Działka budowlana na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
76220;SG198-688;małopolskie;krakowski;Kraków;Działka budowlana na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
76221;SM198-687;małopolskie;krakowski;Wieliczka;Mieszkanie na sprzedaż w bloku Wieliczka;brak lokalizacji małopolskie, krakowski, Wieliczka
76237;SG198-691;małopolskie;krakowski;Kraków;Działka budowlana na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
76306;WL198-697;małopolskie;krakowski;Kraków;Lokal biurowy na wynajem Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
76319;SM198-695;małopolskie;krakowski;Kraków;Apartament na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
76322;WM198-694;małopolskie;krakowski;Kraków;Apartament na wynajem Kraków, Kazimierz;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
76364;SG200-50;śląskie;inny;Orzesze;Działka budowlana na sprzedaż Orzesze;brak lokalizacji śląskie, inny, Orzesze
76367;SM105-9937;zachodniopomorskie;policki;Bezrzecze;Mieszkanie na sprzedaż w nowym budynku Bezrzecze;brak lokalizacji zachodniopomorskie, policki, Bezrzecze
76388;SG030-12188;pomorskie;słupski;Słupsk;Działka budowlana na sprzedaż Słupsk;miasto (Słupsk) znalezionej lokazizacji nie pasuje (Dobra) - lokalizacja pomorskie, słupski, Słupsk
76406;SG045-1236;łódzkie;wieluński;Wieluń-miasto;Działka budowlana na sprzedaż Wieluń-miasto;miasto (Wieluń-miasto) znalezionej lokazizacji nie pasuje (Wieluń) - lokalizacja łódzkie, wieluński, Wieluń-miasto
76416;WM045-1238;dolnośląskie;wrocławski;Wrocław;Mieszkanie na wynajem w bloku Wrocław;miasto (Wrocław) znalezionej lokazizacji nie pasuje (Kamieniec Wrocławski) - lokalizacja dolnośląskie, wrocławski, Wrocław
76443;SM198-701;małopolskie;krakowski;Kraków;Mieszkanie na sprzedaż w bloku Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
76625;SG144-773;podlaskie;suwalski;Suwałki;na sprzedaż Działka Suwałki, Sobolewo;brak lokalizacji podlaskie, suwalski, Suwałki
76687;SG032-3486;podlaskie;suwalski;Garbas;Działka rekreacyjna na sprzedaż Garbas, Garbas II;miasto (Garbas) znalezionej lokazizacji nie pasuje (Garbas Pierwszy) - lokalizacja podlaskie, suwalski, Garbas
76703;SM198-717;małopolskie;krakowski;Kraków;Mieszkanie na sprzedaż w bloku Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
76761;SD198-720;małopolskie;krakowski;Kraków;Dom bliźniak na sprzedaż Kraków, Jugowice;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
76772;SL144-776;podlaskie;suwalski;Suwałki;Lokal usługowy na sprzedaż Suwałki, Centrum;brak lokalizacji podlaskie, suwalski, Suwałki
76796;WD105-9947;zachodniopomorskie;policki;Bezrzecze;Dom bliźniak na wynajem Bezrzecze;brak lokalizacji zachodniopomorskie, policki, Bezrzecze
76806;SM032-3553;warmińsko-mazurskie;ełcki;Chojniak;Mieszkanie na sprzedaż w bloku Chojniak;brak lokalizacji warmińsko-mazurskie, ełcki, Chojniak
76821;SM205-18;wielkopolskie;koniński;Konin;Mieszkanie na sprzedaż w bloku Konin;miasto (Konin) znalezionej lokazizacji nie pasuje (Adamów) - lokalizacja wielkopolskie, koniński, Konin
76914;SD105-9993;podkarpackie;bieszczadzki;Olchowiec;Dom wolnostojący na sprzedaż Olchowiec, Linia brzegowa;brak lokalizacji podkarpackie, bieszczadzki, Olchowiec
76929;SD181-530;śląskie;częstochowski;Ślezany;Dom wolnostojący na sprzedaż Ślezany;miasto (Ślezany) znalezionej lokazizacji nie pasuje (Ślęzany) - lokalizacja śląskie, częstochowski, Ślezany
76933;SO030-12236;pomorskie;słupski;Mrówczyno;Gospodarstwo rolne na sprzedaż Mrówczyno, Słupsk;brak lokalizacji pomorskie, słupski, Mrówczyno
77064;SO150-1033;dolnośląskie;kłodzki;Długopole Zdrój;Pensjonat na sprzedaż Długopole Zdrój;miasto (Długopole Zdrój) znalezionej lokazizacji nie pasuje (Długopole-Zdrój) - lokalizacja dolnośląskie, kłodzki, Długopole Zdrój
77103;SM105-10013;zachodniopomorskie;policki;Bezrzecze;Mieszkanie na sprzedaż w nowym budynku Bezrzecze;brak lokalizacji zachodniopomorskie, policki, Bezrzecze
77113;SD198-733;małopolskie;krakowski;Kraków;Dom wolnostojący na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
77173;SL,SO198-736;małopolskie;krakowski;Kraków;Lokal usługowy na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
77178;SM198-738;małopolskie;krakowski;Kraków;Apartament na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
77186;SP144-779;podlaskie;suwalski;Suwałki;Garaż na placu na sprzedaż Suwałki, Centrum;brak lokalizacji podlaskie, suwalski, Suwałki
77264;SG,SO189-596;wielkopolskie;kaliski;Kalisz;Grunt inwestycyjny na sprzedaż Kalisz, Chmielnik;brak lokalizacji wielkopolskie, kaliski, Kalisz
77276;SM105-10027;zachodniopomorskie;kamieński;Łukęcin;Apartament na sprzedaż Łukęcin;brak lokalizacji zachodniopomorskie, kamieński, Łukęcin
77351;SG200-58;śląskie;inny;Bielsko-Biała;Działka budowlana na sprzedaż Bielsko-Biała, Kamienica;brak lokalizacji śląskie, inny, Bielsko-Biała
77411;WO086-558;zachodniopomorskie;stargardzki;Stargard Szczeciński;Hala produkcyjna na wynajem Stargard Szczeciński, Stargard;miasto (Stargard Szczeciński) znalezionej lokazizacji nie pasuje (Stargard) - lokalizacja zachodniopomorskie, stargardzki, Stargard Szczeciński
77412;WO086-557;zachodniopomorskie;stargardzki;Stargard Szczeciński;Magazyn na wynajem Stargard Szczeciński, Stargard;miasto (Stargard Szczeciński) znalezionej lokazizacji nie pasuje (Stargard) - lokalizacja zachodniopomorskie, stargardzki, Stargard Szczeciński
77413;WO086-556;zachodniopomorskie;stargardzki;Stargard Szczeciński;Magazyn na wynajem Stargard Szczeciński, Stargard;miasto (Stargard Szczeciński) znalezionej lokazizacji nie pasuje (Stargard) - lokalizacja zachodniopomorskie, stargardzki, Stargard Szczeciński
77458;SD045-1242;śląskie;kłobucki;Kleśniska koło Parzymiech;Dom wolnostojący na sprzedaż Kleśniska koło Parzymiech;brak lokalizacji śląskie, kłobucki, Kleśniska koło Parzymiech
77508;WL146-1870;wielkopolskie;leszczyński;leszno;Lokal handlowy na wynajem leszno, centrum;brak lokalizacji wielkopolskie, leszczyński, leszno
77540;SD102-3107;warmińsko-mazurskie;mrągowski;Bałowo;Dom wolnostojący na sprzedaż Bałowo;brak lokalizacji warmińsko-mazurskie, mrągowski, Bałowo
77558;SD188-2016;śląskie;częstochowski;Kłobuck;Dom wolnostojący na sprzedaż Kłobuck;brak lokalizacji śląskie, częstochowski, Kłobuck
77590;SD098-505;dolnośląskie;zgorzelecki;Trójca k Zgorzelca;Dom z warsztatem na sprzedaż Trójca k Zgorzelca;brak lokalizacji dolnośląskie, zgorzelecki, Trójca k Zgorzelca
77637;SD206-48;zachodniopomorskie;policki;Kościno;Dom wolnostojący na sprzedaż Kościno, Dobra;brak lokalizacji zachodniopomorskie, policki, Kościno
77647;SG144-786;podlaskie;suwalski;Suwałki;Działka budowlana na sprzedaż Suwałki, Gmina Suwałki;brak lokalizacji podlaskie, suwalski, Suwałki
77648;SG144-785;podlaskie;suwalski;Suwałki;Działka budowlana na sprzedaż Suwałki, Gmina Suwałki;brak lokalizacji podlaskie, suwalski, Suwałki
77649;SG144-784;podlaskie;suwalski;Suwałki;Działka budowlana na sprzedaż Suwałki;brak lokalizacji podlaskie, suwalski, Suwałki
77662;WM203-11;wielkopolskie;poznański;Poznań;Mieszkanie na wynajem w bloku Poznań, Grunwald;miasto (Poznań) znalezionej lokazizacji nie pasuje (Cieśle) - lokalizacja wielkopolskie, poznański, Poznań
77675;SM198-754;małopolskie;krakowski;Kraków;Mieszkanie na sprzedaż w bloku Kraków, Czyżyny;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
77680;WL202-23;lubelskie;lubelski;Lublin;Lokal usługowy na wynajem Lublin, Zemborzyce;brak lokalizacji lubelskie, lubelski, Lublin
77684;SL202-21;lubelskie;lubelski;Lublin;Lokal usługowy na sprzedaż Lublin, Zemborzyce;brak lokalizacji lubelskie, lubelski, Lublin
77685;SL202-20;lubelskie;lubelski;Lublin;Lokal usługowy na sprzedaż Lublin, Zemborzyce;brak lokalizacji lubelskie, lubelski, Lublin
77715;SM198-756;małopolskie;krakowski;Kraków;Mieszkanie na sprzedaż w kamienicy Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
77738;SG144-787;podlaskie;suwalski;Suwałki;Grunt rolny na sprzedaż Suwałki, Gmina Suwałki;brak lokalizacji podlaskie, suwalski, Suwałki
77740;SM198-759;małopolskie;krakowski;Kraków;Mieszkanie na sprzedaż w bloku Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
77759;SD198-761;małopolskie;krakowski;Kraków;Dom w zabudowie szeregowej na sprzedaż Kraków, Kliny Zacisze;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
77779;WM002-9;małopolskie;krakowski;Kraków;Mieszkanie na wynajem w nowym budynku Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
77785;WM002-11;małopolskie;krakowski;Kraków;Apartament na wynajem Kraków, Kazimierz;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
77807;SM170-1476;zachodniopomorskie;kamieński;Łukęcin;Apartament na sprzedaż Łukęcin, Centrum;brak lokalizacji zachodniopomorskie, kamieński, Łukęcin
77822;SD084-4814;łódzkie;piotrkowski;Dabrowa Nad Czarną;Dom wolnostojący na sprzedaż Dabrowa Nad Czarną, Dąbrowa Nad Czarną;miasto (Dabrowa Nad Czarną) znalezionej lokazizacji nie pasuje (Dąbrowa nad Czarną) - lokalizacja łódzkie, piotrkowski, Dabrowa Nad Czarną
77839;WD144-788;podlaskie;suwalski;Suwałki;Dwór na wynajem Suwałki, Centrum;brak lokalizacji podlaskie, suwalski, Suwałki
77856;SD128-4124;kujawsko-pomorskie;grudziądzki;Grudziądz;Dwór na sprzedaż Grudziądz, Mokre;miasto (Grudziądz) znalezionej lokazizacji nie pasuje (Brankówka) - lokalizacja kujawsko-pomorskie, grudziądzki, Grudziądz
77889;SD030-12329;pomorskie;słupski;Mrówczyno;Dom wolnostojący na sprzedaż Mrówczyno, Słupsk;brak lokalizacji pomorskie, słupski, Mrówczyno
77941;SD152-2392;lubuskie;wschowski;Czerlejewo;Dom wolnostojący na sprzedaż Czerlejewo;brak lokalizacji lubuskie, wschowski, Czerlejewo
77965;SG111-2172;łódzkie;sieradzki;Męka Księża;Działka budowlana na sprzedaż Męka Księża;miasto (Męka Księża) znalezionej lokazizacji nie pasuje (Sieradz) - lokalizacja łódzkie, sieradzki, Męka Księża
77981;SG045-1243;dolnośląskie;dzierżoniowski;Jażwina;Działka budowlana na sprzedaż Jażwina;miasto (Jażwina) znalezionej lokazizacji nie pasuje (Jaźwina) - lokalizacja dolnośląskie, dzierżoniowski, Jażwina
78002;WM002-14;małopolskie;krakowski;Kraków;Apartament na wynajem Kraków, Stare Miasto;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
78012;WL144-530;podlaskie;suwalski;Suwałki;Lokal handlowy na wynajem Suwałki, Centrum;brak lokalizacji podlaskie, suwalski, Suwałki
78079;SO198-778;małopolskie;krakowski;Kraków;Kamienica na sprzedaż Kraków, Stare Miasto;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
78108;WM002-16;małopolskie;krakowski;Kraków;Mieszkanie na wynajem w bloku Kraków, Krowodrza;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
78227;SL198-784;małopolskie;krakowski;Kraków;Lokal usługowy na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
78257;SD152-2402;dolnośląskie;legnicki;Legnica;Willa na sprzedaż Legnica;brak lokalizacji dolnośląskie, legnicki, Legnica
78290;SG197-69;lubuskie;wschowski;Wschowa, okolice;Działka budowlana na sprzedaż Wschowa, okolice;brak lokalizacji lubuskie, wschowski, Wschowa, okolice
78297;SM002-22;małopolskie;krakowski;Kraków;Apartament na sprzedaż Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
78315;SM198-787;małopolskie;krakowski;Kraków;Mieszkanie na sprzedaż w bloku Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
78408;SM198-788;małopolskie;krakowski;Kraków;Apartament na sprzedaż Kraków, Borek Fałęcki;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
78419;SG181-543;śląskie;zawierciański;Pomrożyce;Działka budowlana na sprzedaż Pomrożyce;miasto (Pomrożyce) znalezionej lokazizacji nie pasuje (Zawiercie) - lokalizacja śląskie, zawierciański, Pomrożyce
78469;SO181-548;śląskie;cieszyński;Wisła Soszów;Ośrodek wypoczynkowy na sprzedaż Wisła Soszów, Soszów;miasto (Wisła Soszów) znalezionej lokazizacji nie pasuje (Wisła) - lokalizacja śląskie, cieszyński, Wisła Soszów
78494;SM198-795;małopolskie;krakowski;Kraków;Mieszkanie na sprzedaż w nowym budynku Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
78496;SM198-794;małopolskie;krakowski;Kraków;Mieszkanie na sprzedaż w bloku Kraków;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
78505;SM198-796;małopolskie;krakowski;Kraków;Mieszkanie na sprzedaż w kamienicy Kraków, Kazimierz;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
78559;SD144-764;podlaskie;suwalski;Suwałki;Dom wolnostojący na sprzedaż Suwałki;brak lokalizacji podlaskie, suwalski, Suwałki
78712;SO146-35;dolnośląskie;wrocławski;wrocła;Hotel na sprzedaż wrocła, dzierżoniów;miasto (wrocła) znalezionej lokazizacji nie pasuje (Kamieniec Wrocławski) - lokalizacja dolnośląskie, wrocławski, wrocła
78715;WL203-19;wielkopolskie;poznański;Poznań;Lokal biurowy na wynajem Poznań, Zagórze;miasto (Poznań) znalezionej lokazizacji nie pasuje (Cieśle) - lokalizacja wielkopolskie, poznański, Poznań
78746;SD198-798;małopolskie;krakowski;Kraków;Dom wolnostojący na sprzedaż Kraków, Płaszów;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
78802;WM146-553;wielkopolskie;leszczyński;Leszno;Mieszkanie na wynajem w bloku Leszno;brak lokalizacji wielkopolskie, leszczyński, Leszno
78807;SD015-10952;dolnośląskie;jeleniogórski;Jelenia Góra;Dom w zabudowie szeregowej na sprzedaż Jelenia Góra;brak lokalizacji dolnośląskie, jeleniogórski, Jelenia Góra
78824;SD198-806;małopolskie;krakowski;Kraków;Dom wolnostojący na sprzedaż Kraków, Czyżyny;miasto (Kraków) znalezionej lokazizacji nie pasuje (Czernichów) - lokalizacja małopolskie, krakowski, Kraków
78889;WM105-10176;zachodniopomorskie;policki;Bezrzecze;Mieszkanie na wynajem w nowym budynku Bezrzecze;brak lokalizacji zachodniopomorskie, policki, Bezrzecze
78906;SO037-3230;pomorskie;słupski;Słupsk;Hala przemysłowa na sprzedaż Słupsk;miasto (Słupsk) znalezionej lokazizacji nie pasuje (Dobra) - lokalizacja pomorskie, słupski, Słupsk
